"url","pinner_avatar","board_id","pin_url","pin_no","index","batch"
"https://www.pinterest.com/ly013/health/","https://s-media-cache-ak0.pinimg.com/avatars/ly013_1431499882_30.jpg",450,"https://s-media-cache-ak0.pinimg.com/236x/c4/96/23/c496233b4e7a14acc63a02d088c29640.jpg","433682639092530257",1903,10
"https://www.pinterest.com/suecanuto/health/","https://s-media-cache-ak0.pinimg.com/avatars/suecanuto_1352038938_30.jpg",465,"https://s-media-cache-ak0.pinimg.com/236x/07/a8/7f/07a87fec9ae66fc3136f8e5bfef21a4b.jpg","105905028712096294",1972,10
"https://www.pinterest.com/reneeanneliese/health/","https://s-media-cache-ak0.pinimg.com/avatars/reneeanneliese_1328064818_30.jpg",456,"https://s-media-cache-ak0.pinimg.com/236x/92/c3/72/92c3723fb7cb437f1d92df9f800e15d5.jpg","64809682112570265",1930,10
"https://www.pinterest.com/aaliyahkeller/health/","https://s-media-cache-ak0.pinimg.com/avatars/aaliyahkeller-1419565652_30.jpg",455,"https://s-media-cache-ak0.pinimg.com/236x/3a/83/04/3a8304203428b6da1ff3649cf20fb3d7.jpg","314126142732331687",1922,10
"https://www.pinterest.com/alphaphi102684/health/","https://s-media-cache-ak0.pinimg.com/avatars/alphaphi102684_1366944008_30.jpg",451,"https://s-media-cache-ak0.pinimg.com/236x/e9/ef/d7/e9efd78cac4b9d624b6c641899f034b4.jpg","83668505552382373",1909,10
"https://www.pinterest.com/karaasorensen/health/","https://s-media-cache-ak0.pinimg.com/avatars/karaasorensen_1416524896_30.jpg",441,"https://s-media-cache-ak0.pinimg.com/236x/85/b2/c2/85b2c29523fa665026525744d4adfdfa.jpg","70791025365079262",1863,10
"https://www.pinterest.com/karadanni/health/","https://s-media-cache-ak0.pinimg.com/avatars/karadanni-1365017908_30.jpg",446,"https://s-media-cache-ak0.pinimg.com/236x/95/f0/47/95f047e18c85f9f9bb1cff788ac83b09.jpg","208150813999745267",1881,10
"https://www.pinterest.com/jaclynnxrx/health/","https://s-media-cache-ak0.pinimg.com/avatars/jaclynnxrx_1337089619_30.jpg",459,"https://s-media-cache-ak0.pinimg.com/236x/6e/7f/c4/6e7fc4dcca29efa712d109c919faf2cc.jpg","547328160936386001",1944,10
"https://www.pinterest.com/angesch/health/","https://s-media-cache-ak0.pinimg.com/avatars/angesch_1348932838_30.jpg",461,"https://s-media-cache-ak0.pinimg.com/236x/69/2c/6d/692c6dd1cc9d93a6ed1dcbdc34822a50.jpg","133771051405229023",1952,10
"https://www.pinterest.com/tsanchez1102/health/",NA,469,"https://s-media-cache-ak0.pinimg.com/236x/e1/7e/91/e17e91c535b43e4d36cc10ebfce1eb5a.jpg","505880970614108969",1992,10
"https://www.pinterest.com/lucycgregory/health/","https://s-media-cache-ak0.pinimg.com/avatars/lucycgregory-1424901118_30.jpg",436,"https://s-media-cache-ak0.pinimg.com/236x/4d/b0/99/4db099d84e727c8f3c51e751f47a76c8.jpg","244601823482866000",1837,10
"https://www.pinterest.com/angesch/health/","https://s-media-cache-ak0.pinimg.com/avatars/angesch_1348932838_30.jpg",461,"https://s-media-cache-ak0.pinimg.com/236x/00/0a/a7/000aa73c843d5a72ceda7852ddc6f118.jpg","236861261623312641",1953,10
"https://www.pinterest.com/brenkhloesmom20/health/","https://s-media-cache-ak0.pinimg.com/avatars/brenkhloesmom20-1394014112_30.jpg",458,"https://s-media-cache-ak0.pinimg.com/236x/be/61/8a/be618a0d293ebd7b155a45ff5690f2d4.jpg","212795151117377259",1938,10
"https://www.pinterest.com/jillb2030/health/","https://s-media-cache-ak0.pinimg.com/avatars/jillb2030-1401138878_30.jpg",470,"https://s-media-cache-ak0.pinimg.com/236x/1b/21/da/1b21da94551ed0602f73bd17acb5c9ff.jpg","72831718945966351",2000,10
"https://www.pinterest.com/jaclynnxrx/health/","https://s-media-cache-ak0.pinimg.com/avatars/jaclynnxrx_1337089619_30.jpg",459,"https://s-media-cache-ak0.pinimg.com/236x/ce/68/28/ce6828f54d1913b7349551ccdb54c5aa.jpg","263460646925342262",1941,10
"https://www.pinterest.com/kalimlewis/health/","https://s-media-cache-ak0.pinimg.com/avatars/kalimlewis-1414407193_30.jpg",466,"https://s-media-cache-ak0.pinimg.com/236x/ff/35/53/ff3553d01d0007c25a459f1eb1310f77.jpg","36943659420473411",1978,10
"https://www.pinterest.com/alphaphi102684/health/","https://s-media-cache-ak0.pinimg.com/avatars/alphaphi102684_1366944008_30.jpg",451,"https://s-media-cache-ak0.pinimg.com/236x/02/bf/cd/02bfcd6a7453846b343f609618402156.jpg","48132289743978708",1907,10
"https://www.pinterest.com/atbachman/health/","https://s-media-cache-ak0.pinimg.com/avatars/atbachman-48_30.jpg",447,"https://s-media-cache-ak0.pinimg.com/236x/75/fe/b9/75feb93d26f44fc1879331bb423b0065.jpg","54043264251774735",1888,10
"https://www.pinterest.com/jillb2030/health/","https://s-media-cache-ak0.pinimg.com/avatars/jillb2030-1401138878_30.jpg",470,"https://s-media-cache-ak0.pinimg.com/236x/e4/9d/b9/e49db932ff872321373b1577d377d85d.jpg","486881409687093260",1999,10
"https://www.pinterest.com/divagirl459/health/","https://s-media-cache-ak0.pinimg.com/avatars/divagirl459_1433076971_30.jpg",426,"https://s-media-cache-ak0.pinimg.com/236x/20/75/b0/2075b08e109580ba3399d05d1c06d871.jpg","123497214755989001",1809,10
