"url","pinner_avatar","board_id","pin_url","pin_no","index","batch"
"https://www.pinterest.com/alaiyasmommie94/fitnesshealth/","https://s-media-cache-ak0.pinimg.com/avatars/marinewifey94-1390089947_30.jpg",374,"https://s-media-cache-ak0.pinimg.com/236x/05/d0/eb/05d0eba1817fec0c3390aec853cc47fa.jpg","488640628293696000",1584,8
"https://www.pinterest.com/kaitlincarmont/health/",NA,356,"https://s-media-cache-ak0.pinimg.com/236x/32/7a/d0/327ad0fbf32945eaff5bc95203c46051.jpg","212935888602458001",1497,8
"https://www.pinterest.com/lmb2630/health/","https://s-media-cache-ak0.pinimg.com/avatars/lmb2630-19_30.jpg",363,"https://s-media-cache-ak0.pinimg.com/236x/bf/ed/ca/bfedca1201240a83cd7c2b652936eca6.jpg","143270831867020258",1531,8
"https://www.pinterest.com/nocturnal10/health/","https://s-media-cache-ak0.pinimg.com/avatars/nocturnal10_1365653649_30.jpg",375,"https://s-media-cache-ak0.pinimg.com/236x/d3/90/4b/d3904ba22ca364c24d456cb9835e1f52.jpg","405394403935583575",1587,8
"https://www.pinterest.com/babimarti/health/","https://s-media-cache-ak0.pinimg.com/avatars/babimarti_1366365622_30.jpg",353,"https://s-media-cache-ak0.pinimg.com/236x/30/21/39/302139585e2291a6126752ffa953cc20.jpg","39125090485421524",1489,8
"https://www.pinterest.com/ava0412/health/","https://s-media-cache-ak0.pinimg.com/avatars/ava0412_1329554808_30.jpg",337,"https://s-media-cache-ak0.pinimg.com/236x/d9/37/a4/d937a45212a7537005b08f5a1309d1ac.jpg","47358233553466698",1408,8
"https://www.pinterest.com/megan5714/health/",NA,358,"https://s-media-cache-ak0.pinimg.com/236x/ea/16/85/ea1685ad1e5cf91db81ba4b1b699503c.jpg","AaPOLkqquCILD59KzhOL6cVBCrz_5Ax1MjUH2PwFY8HIZ36wlJPR74MfKXOcpsHZ0g",1510,8
"https://www.pinterest.com/megan5714/health/",NA,358,"https://s-media-cache-ak0.pinimg.com/236x/aa/03/38/aa0338472949afbc08b66bb17bb96556.jpg","314055773985375907",1506,8
"https://www.pinterest.com/nocturnal10/health/","https://s-media-cache-ak0.pinimg.com/avatars/nocturnal10_1365653649_30.jpg",375,"https://s-media-cache-ak0.pinimg.com/236x/dc/82/33/dc8233e5119d9fd33580bcfb89532943.jpg","9499849190555343",1588,8
"https://www.pinterest.com/petroskymom/health/","https://s-media-cache-ak0.pinimg.com/avatars/petroskymom_1329763047_30.jpg",367,"https://s-media-cache-ak0.pinimg.com/236x/f4/0c/6a/f40c6aeb9ad7eb69302e23b205892330.jpg","67765169367509327",1554,8
"https://www.pinterest.com/yvonnemontez221/health/",NA,359,"https://s-media-cache-ak0.pinimg.com/236x/25/dd/a6/25dda6ed86c17e24d6210aa0ca6cdb70.jpg","379076493611277122",1511,8
"https://www.pinterest.com/kaitlincarmont/health/",NA,356,"https://s-media-cache-ak0.pinimg.com/236x/12/bd/a6/12bda603f150e70c6a0b677245204517.jpg","53972895506686263",1500,8
"https://www.pinterest.com/kaitlincarmont/health/",NA,356,"https://s-media-cache-ak0.pinimg.com/236x/de/66/23/de6623628ed906f71acd670c4313172a.jpg","513551163728633639",1499,8
"https://www.pinterest.com/chely8183/health/","https://s-media-cache-ak0.pinimg.com/avatars/chely8183-1374747508_30.jpg",349,"https://s-media-cache-ak0.pinimg.com/236x/c0/33/87/c03387ed54c1f704bd1acf627304f558.jpg","209347082649702264",1466,8
"https://www.pinterest.com/indiagail/fitnesshealth/","https://s-media-cache-ak0.pinimg.com/avatars/indiagail-7_30.jpg",368,"https://s-media-cache-ak0.pinimg.com/236x/fa/18/e9/fa18e9c09ae5caa96636d239e932d55d.jpg","244390717255310510",1557,8
"https://www.pinterest.com/gaye1040/health/",NA,365,"https://s-media-cache-ak0.pinimg.com/236x/65/72/17/657217bd8c6bd43b5b736a23239f45ed.jpg","281826889153321640",1541,8
"https://www.pinterest.com/jdobbins41/health/","https://s-media-cache-ak0.pinimg.com/avatars/jdobbins41_1346356916_30.jpg",339,"https://s-media-cache-ak0.pinimg.com/236x/15/ac/74/15ac742b7181e15d61c1f74c5d58829c.jpg","526358275175105332",1419,8
