"url","pinner_avatar","board_id","pin_url","pin_no","index","batch"
"https://www.pinterest.com/loonylou/health/","https://s-media-cache-ak0.pinimg.com/avatars/loonylou_1337116481_30.jpg",149,"https://s-media-cache-ak0.pinimg.com/236x/d7/83/26/d78326899371423f75a238442ee2218b.jpg","119556565084207326",601,4
"https://www.pinterest.com/nicoleingram29/health/",NA,165,"https://s-media-cache-ak0.pinimg.com/236x/2e/2d/3f/2e2d3f70a3d7f9fdf3844c4ef2c0415a.jpg","131871095312064398",671,4
"https://www.pinterest.com/halfbakedbean/health/","https://s-media-cache-ak0.pinimg.com/avatars/halfbakedbean-1376027864_30.jpg",177,"https://s-media-cache-ak0.pinimg.com/236x/d5/8c/37/d58c37dc92584e9ff73d9ada53ad7aa0.jpg","549861435728857205",724,4
"https://www.pinterest.com/fivekidsohmy/health/",NA,171,"https://s-media-cache-ak0.pinimg.com/236x/8c/a3/33/8ca333c09fb3d03c615a83951de0d61b.jpg","142004194473047567",701,4
"https://www.pinterest.com/davelwalters/health/","https://s-media-cache-ak0.pinimg.com/avatars/davelwalters_1329711077_30.jpg",162,"https://s-media-cache-ak0.pinimg.com/236x/2f/c0/11/2fc0116d36aba2a077065265e6e57bd4.jpg","36380709462002890",659,4
"https://www.pinterest.com/tiffanylor/health/","https://s-media-cache-ak0.pinimg.com/avatars/tiffanylor_1337403396_30.jpg",179,"https://s-media-cache-ak0.pinimg.com/236x/27/e9/32/27e932434f332a152e72dccc0ca6928c.jpg","400468591842571302",732,4
"https://www.pinterest.com/epifanialopez/health/","https://s-media-cache-ak0.pinimg.com/avatars/epifanialopez-1429458569_30.jpg",190,"https://s-media-cache-ak0.pinimg.com/236x/87/2d/b4/872db448da0be648b6a489070da0c5e3.jpg","AZIdQzhlVFSWtCMFVa13NuTfhSe7O0jT4TSGsy3g4lLayuCK29VcHQU",785,4
"https://www.pinterest.com/missy820/health/",NA,161,"https://s-media-cache-ak0.pinimg.com/236x/63/47/00/6347003410661609fe6aeaeaa775de59.jpg","246783254551349257",653,4
"https://www.pinterest.com/ceruti2214/health/",NA,183,"https://s-media-cache-ak0.pinimg.com/236x/d5/26/24/d526243f5ab9fc84d60226aedcc9452a.jpg","15621929929780315",751,4
"https://www.pinterest.com/carriec15/health/","https://s-media-cache-ak0.pinimg.com/avatars/carriec15_1348262928_30.jpg",168,"https://s-media-cache-ak0.pinimg.com/236x/04/a2/f4/04a2f4900df78c0919d86947ac5313d6.jpg","543528248747888296",689,4
