"url","pinner_avatar","board_id","pin_url","pin_no","index","batch"
"https://www.pinterest.com/lauraspell/health/","https://s-media-cache-ak0.pinimg.com/avatars/lauraspell-1395332648_30.jpg",318,"https://s-media-cache-ak0.pinimg.com/236x/a4/36/16/a43616c9c7f7508f7d93423b8f378f58.jpg","489485053227428288",1329,7
"https://www.pinterest.com/krivvv/health/",NA,303,"https://s-media-cache-ak0.pinimg.com/236x/09/2e/cf/092ecfb048d736de03455b0358c43dd5.jpg","543246773773923256",1273,7
"https://www.pinterest.com/andulv/health/","https://s-media-cache-ak0.pinimg.com/avatars/andulv_1390861518_30.jpg",324,"https://s-media-cache-ak0.pinimg.com/236x/e4/43/05/e44305af94dae24aa1e97d56972d5d80.jpg","109353097174607972",1351,7
"https://www.pinterest.com/xiaoxuanwanzi/health/",NA,316,"https://s-media-cache-ak0.pinimg.com/236x/f8/34/b6/f834b6d60e68001a68f56bfe91a1e98a.jpg","372672937886023262",1318,7
"https://www.pinterest.com/marykellymc/health/","https://s-media-cache-ak0.pinimg.com/avatars/marykellymc_1337067088_30.jpg",300,"https://s-media-cache-ak0.pinimg.com/236x/01/9d/2e/019d2e95a8d4e9888caa172634bfd6b7.jpg","210121138836070001",1256,7
"https://www.pinterest.com/stephcassidy/health/","https://s-media-cache-ak0.pinimg.com/avatars/stephcassidy-38_30.jpg",291,"https://s-media-cache-ak0.pinimg.com/236x/3d/8f/2f/3d8f2f242680e37ea086b596bb3b0aa7.jpg","285204588877668293",1223,7
"https://www.pinterest.com/krivvv/health/",NA,303,"https://s-media-cache-ak0.pinimg.com/236x/7f/f8/bc/7ff8bc958ab08be5a4e1808651c4aae2.jpg","362047257513792499",1272,7
"https://www.pinterest.com/adreama92/health/","https://s-media-cache-ak0.pinimg.com/avatars/adreama92_1334807098_30.jpg",321,"https://s-media-cache-ak0.pinimg.com/236x/62/6c/e4/626ce45334d31cbc5e43b697ff1abb33.jpg","Ae94i0t0iTXIArhD1tPLrCUl4_BvjBnffVUZOggjvvvT10td7PKoOLk",1345,7
"https://www.pinterest.com/kennuh137/health/","https://s-media-cache-ak0.pinimg.com/avatars/kennuh137_1345764690_30.jpg",292,"https://s-media-cache-ak0.pinimg.com/236x/ac/a8/dc/aca8dc0f82f4f718e0bb614e434bf1bf.jpg","353462270724019367",1230,7
"https://www.pinterest.com/teresaskncare/health/","https://s-media-cache-ak0.pinimg.com/avatars/teresaskncare_1337063591_30.jpg",333,"https://s-media-cache-ak0.pinimg.com/236x/54/a2/ad/54a2ad43c2231151b8bc332dccecc916.jpg","203295370654271287",1393,7
"https://www.pinterest.com/kellysessoils/health/","https://s-media-cache-ak0.pinimg.com/avatars/kellysessoils_1411599615_30.jpg",320,"https://s-media-cache-ak0.pinimg.com/236x/f9/7d/9a/f97d9ade9b74f411fc1e09b3aeb2f085.jpg","129689664244847305",1337,7
"https://www.pinterest.com/lauraspell/health/","https://s-media-cache-ak0.pinimg.com/avatars/lauraspell-1395332648_30.jpg",318,"https://s-media-cache-ak0.pinimg.com/236x/3f/06/9c/3f069c983034478dba14e3db19e31e74.jpg","489485053227428288",1328,7
"https://www.pinterest.com/cintiayanetpena/health/","https://s-media-cache-ak0.pinimg.com/avatars/cintiaYanetpena_1373912439_30.jpg",298,"https://s-media-cache-ak0.pinimg.com/236x/0a/80/6a/0a806a282a8b06606b0cb39ee6e43d49.jpg","30188259978396272",1248,7
"https://www.pinterest.com/amandabrowning/health/","https://s-media-cache-ak0.pinimg.com/avatars/amandabrowning-62_30.jpg",297,"https://s-media-cache-ak0.pinimg.com/236x/8c/13/2a/8c132a02d38bc4ecd03bd59c57b9850b.jpg","287174913715059474",1245,7
"https://www.pinterest.com/kat4129/health/",NA,289,"https://s-media-cache-ak0.pinimg.com/236x/59/c7/7b/59c77b5abb21575f4671a97399133a52.jpg","509469776569827578",1214,7
"https://www.pinterest.com/stephcassidy/health/","https://s-media-cache-ak0.pinimg.com/avatars/stephcassidy-38_30.jpg",291,"https://s-media-cache-ak0.pinimg.com/236x/27/56/34/2756345d3211a97a9a066ec66f397aa2.jpg","171770173263920657",1221,7
"https://www.pinterest.com/lifewithzeenat/health/","https://s-media-cache-ak0.pinimg.com/avatars/lifewithzeenat-1416019037_30.jpg",322,"https://s-media-cache-ak0.pinimg.com/236x/7a/33/b6/7a33b69b8173e2fecec46cd097b02250.jpg","110690103318163223",1346,7
"https://www.pinterest.com/barbrabird/health/","https://s-media-cache-ak0.pinimg.com/avatars/barbrabird_1354288674_30.jpg",293,"https://s-media-cache-ak0.pinimg.com/236x/de/b3/72/deb372e55530c0523f8f1739475d6dc4.jpg","203013895679386320",1233,7
"https://www.pinterest.com/garthhumphreys/health/","https://s-media-cache-ak0.pinimg.com/avatars/garthhumphreys_1346685409_30.jpg",317,"https://s-media-cache-ak0.pinimg.com/236x/f9/ff/29/f9ff297875a5325e22105762e518f005.jpg","281263939201087257",1323,7
"https://www.pinterest.com/cintiayanetpena/health/","https://s-media-cache-ak0.pinimg.com/avatars/cintiaYanetpena_1373912439_30.jpg",298,"https://s-media-cache-ak0.pinimg.com/236x/01/06/ab/0106ab565ff0b901cee1bc330a5099d7.jpg","27303141468053219",1247,7
"https://www.pinterest.com/passtheprosecco/health/","https://s-media-cache-ak0.pinimg.com/avatars/afoodandhome_1365281963_30.jpg",332,"https://s-media-cache-ak0.pinimg.com/236x/3b/78/ac/3b78ac6e17b4966af99133511fc54d97.jpg","568227677958985267",1388,7
"https://www.pinterest.com/kat4129/health/",NA,289,"https://s-media-cache-ak0.pinimg.com/236x/9d/5b/11/9d5b11933f36f1b5bae8caffedb5471e.jpg","5277724537661000",1215,7
"https://www.pinterest.com/barton4289/health/","https://s-media-cache-ak0.pinimg.com/avatars/barton4289_1403391434_30.jpg",329,"https://s-media-cache-ak0.pinimg.com/236x/95/67/15/95671578b022f0d01f62fd08f21e4206.jpg","266134659204570000",1373,7
"https://www.pinterest.com/eaustin5571/health/",NA,288,"https://s-media-cache-ak0.pinimg.com/236x/bb/de/c5/bbdec5d84717ee7f24e842018fc6d305.jpg","135389532524742519",1208,7
"https://www.pinterest.com/melaniegettings/health/","https://s-media-cache-ak0.pinimg.com/avatars/melaniegettings-1404822115_30.jpg",290,"https://s-media-cache-ak0.pinimg.com/236x/49/3c/f0/493cf08e457d6e5decac9901831bb2f6.jpg","31314159882344278",1219,7
"https://www.pinterest.com/xiaoxuanwanzi/health/",NA,316,"https://s-media-cache-ak0.pinimg.com/236x/c8/83/8d/c8838d71f82a38f78cd15ccacc0443e5.jpg","506514289315721394",1320,7
"https://www.pinterest.com/melaniegettings/health/","https://s-media-cache-ak0.pinimg.com/avatars/melaniegettings-1404822115_30.jpg",290,"https://s-media-cache-ak0.pinimg.com/236x/0c/aa/53/0caa5339cbfd7f078864b862caaed8a2.jpg","176133035398376291",1217,7
"https://www.pinterest.com/tqsgramma/health/",NA,315,"https://s-media-cache-ak0.pinimg.com/236x/bb/91/c9/bb91c93588e708b85f3d08e2a11848d8.jpg","505599495637714279",1313,7
"https://www.pinterest.com/stephcassidy/health/","https://s-media-cache-ak0.pinimg.com/avatars/stephcassidy-38_30.jpg",291,"https://s-media-cache-ak0.pinimg.com/236x/ab/7d/f7/ab7df77abb42d26161e7a10538c8c2d2.jpg","91268329921916131",1225,7
"https://www.pinterest.com/lifewithzeenat/health/","https://s-media-cache-ak0.pinimg.com/avatars/lifewithzeenat-1416019037_30.jpg",322,"https://s-media-cache-ak0.pinimg.com/236x/a6/16/27/a61627917fbbbf4c74073609e29aa1bc.jpg","4433299605154809",1349,7
"https://www.pinterest.com/jeune2014/health/","https://s-media-cache-ak0.pinimg.com/avatars/Jeune2014-1429664879_30.jpg",330,"https://s-media-cache-ak0.pinimg.com/236x/3b/ad/ee/3badeeb3aa756bbf0364f93272bc301e.jpg","112871534386224399",1377,7
"https://www.pinterest.com/typingn/health/","https://s-media-cache-ak0.pinimg.com/avatars/typingn_1337064675_30.jpg",331,"https://s-media-cache-ak0.pinimg.com/236x/6f/09/6f/6f096f80f2b7de27a83c17f2d2ae2ed8.jpg","114982596706362640",1382,7
"https://www.pinterest.com/hollyjane11/health/","https://s-media-cache-ak0.pinimg.com/avatars/hollyjane11-81_30.jpg",306,"https://s-media-cache-ak0.pinimg.com/236x/a9/19/0a/a9190a9d5fe13b218704717fcc16a24a.jpg","219269075583984865",1287,7
